epoch,accuracy,loss,val_accuracy,val_loss
0,0.26851850748062134,1.7092576026916504,0.30092594027519226,1.5960428714752197
1,0.3958333432674408,1.4310312271118164,0.5277777910232544,1.4157004356384277
2,0.5520833134651184,1.179047703742981,0.6111111044883728,1.1634485721588135
3,0.6851851940155029,0.8784617781639099,0.6296296119689941,1.1048331260681152
4,0.7453703880310059,0.686600923538208,0.6805555820465088,1.0075815916061401
5,0.8263888955116272,0.4702622890472412,0.6898148059844971,1.0979382991790771
6,0.8981481194496155,0.3190544843673706,0.7037037014961243,1.2115740776062012
7,0.9305555820465088,0.20939961075782776,0.75,1.3248203992843628
